bath,balcony,price,total_sqft_int,bhk,price_per_sqft,area_type,Availability,location
2,1,49.5,1000,2,4950,Super built-up  Area,Ready To Move,Whitefield
1,1,48,1200,1,4000,Super built-up  Area,Ready To Move,Whitefield
5,2,125,2800,5,4464.285714,Plot  Area,Ready To Move,Whitefield
2,0,75,1200,2,6250,Plot  Area,Ready To Move,Whitefield
1,0,60,1500,1,4000,Super built-up  Area,Ready To Move,Whitefield
2,0,48,620,1,7741.935484,Built-up  Area,Ready To Move,Whitefield
2,1,28,750,2,3733.333333,Super built-up  Area,Ready To Move,Whitefield
2,1,31,780,2,3974.358974,Super built-up  Area,Ready To Move,Whitefield
1,1,22.8,600,1,3800,Super built-up  Area,Ready To Move,Whitefield
3,3,120,1800,3,6666.666667,Super built-up  Area,Ready To Move,Whitefield
3,1,265,3000,3,8833.333333,Super built-up  Area,Ready To Move,Whitefield
2,2,75,1185,2,6329.113924,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,108,1600,3,6750,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,75,1180,2,6355.932203,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,82,1172,2,6996.587031,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1179,2,6361.323155,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1149,2,6527.415144,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,100,1336,2,7485.02994,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,75,1175,2,6382.978723,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1190,2,6302.521008,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1200,2,6250,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,75,1200,2,6250,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,75,1165,2,6437.76824,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1145,2,6550.218341,Super built-up  Area,Ready To Move,Lakshminarayana Pura
3,2,104,1500,3,6933.333333,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,75,1210,2,6198.347107,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,75,1169,2,6415.739949,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1200,2,6250,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1172,2,6399.317406,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,75,1172,2,6399.317406,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1180,2,6355.932203,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,3,83,1200,2,6916.666667,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,2,80,1200,2,6666.666667,Super built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,75,1195,2,6276.150628,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,1,80,1200,2,6666.666667,Built-up  Area,Ready To Move,Lakshminarayana Pura
2,0,75,1200,2,6250,Plot  Area,Ready To Move,Whitefield
2,2,185,2400,3,7708.333333,Plot  Area,Ready To Move,Whitefield
2,2,200,2031,2,9847.36583,Super built-up  Area,Ready To Move,Whitefield
3,2,65,1431,3,4542.278127,Super built-up  Area,Ready To Move,Whitefield
3,1,72,1535,3,4690.553746,Super built-up  Area,Ready To Move,Whitefield
2,0,150,1000,2,15000,Super built-up  Area,Ready To Move,Whitefield
2,1,156,985,2,15837.56345,Super built-up  Area,Ready To Move,Whitefield
3,0,300,1919,3,15633.14226,Super built-up  Area,Ready To Move,Whitefield
3,1,110,1614,3,6815.365551,Super built-up  Area,Ready To Move,Whitefield
2,1,76,1140,2,6666.666667,Super built-up  Area,Ready To Move,Whitefield
3,3,250,3100,3,8064.516129,Plot  Area,Ready To Move,Whitefield
3,1,95,1521,3,6245.890861,Super built-up  Area,Ready To Move,Whitefield
3,1,95,1511,3,6287.227002,Super built-up  Area,Ready To Move,Whitefield
3,1,109,1683,3,6476.530006,Super built-up  Area,Ready To Move,Whitefield
3,1,93,1519,3,6122.44898,Super built-up  Area,Ready To Move,Whitefield
3,1,94.99,1521,3,6245.233399,Super built-up  Area,Ready To Move,Whitefield
3,1,120,1682,3,7134.363853,Super built-up  Area,Ready To Move,Whitefield
3,1,94.71,1521,3,6226.824458,Super built-up  Area,Ready To Move,Whitefield
3,1,130,1893,3,6867.406233,Super built-up  Area,Ready To Move,Whitefield
3,1,110,1705,3,6451.612903,Super built-up  Area,Ready To Move,Whitefield
4,2,154,2245,4,6859.688196,Super built-up  Area,Ready To Move,Whitefield
3,1,113,1682,3,6718.192628,Super built-up  Area,Ready To Move,Whitefield
3,1,114,1682,3,6777.64566,Super built-up  Area,Ready To Move,Whitefield
3,1,95,1506,3,6308.10093,Super built-up  Area,Ready To Move,Whitefield
3,1,110,1683,3,6535.947712,Super built-up  Area,Ready To Move,Whitefield
3,1,120,1684,3,7125.890736,Super built-up  Area,Ready To Move,Whitefield
4,2,153,2236,4,6842.576029,Super built-up  Area,Ready To Move,Whitefield
4,1,114,1894,3,6019.007392,Super built-up  Area,Ready To Move,Whitefield
4,2,160,2240,4,7142.857143,Super built-up  Area,Ready To Move,Whitefield
2,1,80,1350,2,5925.925926,Plot  Area,Ready To Move,Whitefield
2,1,59.86,1203,2,4975.893599,Super built-up  Area,Ready To Move,Whitefield
2,1,55,800,2,6875,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1035,2,5314.009662,Super built-up  Area,Ready To Move,Whitefield
3,2,90,1950,3,4615.384615,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1250,2,4400,Super built-up  Area,Ready To Move,Whitefield
2,2,65,1500,3,4333.333333,Super built-up  Area,Ready To Move,Whitefield
3,2,65,1500,3,4333.333333,Super built-up  Area,Ready To Move,Whitefield
2,1,40,970,2,4123.71134,Super built-up  Area,Ready To Move,Whitefield
3,1,115,1783,3,6449.803702,Built-up  Area,Ready To Move,Whitefield
4,1,68,1800,5,3777.777778,Plot  Area,Ready To Move,Whitefield
4,1,88,2400,4,3666.666667,Super built-up  Area,Ready To Move,Whitefield
3,2,39,1250,3,3120,Super built-up  Area,Ready To Move,Whitefield
3,2,43,1250,3,3440,Super built-up  Area,Ready To Move,Whitefield
3,2,39.5,1250,3,3160,Super built-up  Area,Ready To Move,Whitefield
2,2,45,1165,2,3862.660944,Super built-up  Area,Ready To Move,Whitefield
2,1,50,1116,2,4480.286738,Super built-up  Area,Ready To Move,Whitefield
2,1,41.1,884,2,4649.321267,Super built-up  Area,Ready To Move,Whitefield
2,1,55.78,1005,2,5550.248756,Super built-up  Area,Ready To Move,Whitefield
2,0,46.5,1000,2,4650,Super built-up  Area,Ready To Move,Whitefield
2,2,93,1500,4,6200,Plot  Area,Ready To Move,Whitefield
2,2,55,1345,2,4089.219331,Built-up  Area,Ready To Move,Whitefield
2,1,51.89,1116,2,4649.641577,Super built-up  Area,Ready To Move,Whitefield
2,1,60,1052,3,5703.422053,Super built-up  Area,Ready To Move,Whitefield
2,2,50,940,2,5319.148936,Super built-up  Area,Ready To Move,Whitefield
2,1,68,1318,3,5159.332322,Super built-up  Area,Ready To Move,Whitefield
2,1,48,884,2,5429.864253,Super built-up  Area,Ready To Move,Whitefield
2,3,52,1150,2,4521.73913,Super built-up  Area,Ready To Move,Mahadevpura
2,3,52,1250,2,4160,Super built-up  Area,Ready To Move,Mahadevpura
2,3,57.6,1260,2,4571.428571,Super built-up  Area,Ready To Move,Mahadevpura
1,1,35,730,1,4794.520548,Super built-up  Area,Ready To Move,Mahadevpura
2,1,67.39,1434,3,4699.44212,Super built-up  Area,Ready To Move,Mahadevpura
2,1,53.8,1146,2,4694.589878,Super built-up  Area,Ready To Move,Mahadevpura
2,2,62,1532,2,4046.997389,Super built-up  Area,Ready To Move,Mahadevpura
2,1,76,1620,3,4691.358025,Super built-up  Area,Ready To Move,Mahadevpura
2,3,64.5,1136,2,5677.816901,Super built-up  Area,Ready To Move,Mahadevpura
2,2,65.8,1400,3,4700,Super built-up  Area,Ready To Move,Mahadevpura
2,1,53.4,1137,2,4696.569921,Super built-up  Area,Ready To Move,Mahadevpura
3,2,95,1601,3,5933.79138,Super built-up  Area,Ready To Move,Mahadevpura
3,2,75,1450,3,5172.413793,Super built-up  Area,Ready To Move,Mahadevpura
2,1,54,1152,2,4687.5,Super built-up  Area,Ready To Move,Mahadevpura
2,1,56.9,1212,2,4694.719472,Super built-up  Area,Ready To Move,Mahadevpura
3,2,78,1505,3,5182.724252,Super built-up  Area,Ready To Move,Mahadevpura
2,1,70,1500,3,4666.666667,Super built-up  Area,Ready To Move,Mahadevpura
2,1,58,1236,2,4692.556634,Super built-up  Area,Ready To Move,Mahadevpura
2,1,58,1236,2,4692.556634,Super built-up  Area,Ready To Move,Mahadevpura
2,2,53,1120,2,4732.142857,Super built-up  Area,Ready To Move,Mahadevpura
2,2,73,1410,2,5177.304965,Super built-up  Area,Ready To Move,Whitefield
5,1,158,1575,4,10031.74603,Plot  Area,Ready To Move,Whitefield
2,1,80,1105,2,7239.819005,Super built-up  Area,Ready To Move,Whitefield
2,3,110,1200,3,9166.666667,Super built-up  Area,Ready To Move,Whitefield
3,1,150,1876,3,7995.735608,Super built-up  Area,Ready To Move,Whitefield
5,3,233,1500,4,15533.33333,Plot  Area,Ready To Move,Whitefield
6,3,300,3000,6,10000,Built-up  Area,Ready To Move,Whitefield
2,1,40,1134,2,3527.336861,Super built-up  Area,Ready To Move,Whitefield
3,2,60,1685,3,3560.830861,Super built-up  Area,Ready To Move,Whitefield
2,3,62,1567,3,3956.604978,Super built-up  Area,Ready To Move,Whitefield
1,1,15,485,1,3092.783505,Super built-up  Area,Ready To Move,Whitefield
1,1,15,500,1,3000,Super built-up  Area,Ready To Move,Whitefield
3,2,95,1665,3,5705.705706,Super built-up  Area,Ready To Move,Whitefield
3,2,86.58,1665,3,5200,Super built-up  Area,Ready To Move,Whitefield
2,2,61,1340,2,4552.238806,Super built-up  Area,Ready To Move,Whitefield
2,2,70,1325,2,5283.018868,Super built-up  Area,Ready To Move,Whitefield
3,2,86.91,1665,3,5219.81982,Super built-up  Area,Ready To Move,Whitefield
2,1,70,1325,2,5283.018868,Super built-up  Area,Ready To Move,Whitefield
2,1,40,905,2,4419.889503,Super built-up  Area,Ready To Move,Whitefield
2,1.584375738,65,1325,2,4905.660377,Super built-up  Area,Ready To Move,Whitefield
2,2,73,1325,2,5509.433962,Built-up  Area,Ready To Move,Whitefield
2,2,69,1565,2,4408.945687,Super built-up  Area,Ready To Move,Whitefield
2,1,35,905,2,3867.403315,Super built-up  Area,Ready To Move,Whitefield
2,3,76.3,1100,3,6936.363636,Built-up  Area,Ready To Move,Whitefield
3,3,60,1225,3,4897.959184,Built-up  Area,Ready To Move,Whitefield
2,2,64.08,1100,2,5825.454545,Super built-up  Area,Ready To Move,Whitefield
2,2,46.5,1140,2,4078.947368,Super built-up  Area,Ready To Move,Whitefield
2,2,46.86,1225,2,3825.306122,Super built-up  Area,Ready To Move,Whitefield
2,2,50,1052,2,4752.851711,Super built-up  Area,Ready To Move,Whitefield
2,2,77,1405,3,5480.427046,Built-up  Area,Ready To Move,Whitefield
2,2,50,1065,2,4694.835681,Super built-up  Area,Ready To Move,Whitefield
2,3,55,1210,2,4545.454545,Super built-up  Area,Ready To Move,Whitefield
2,1,40,1060,2,3773.584906,Super built-up  Area,Ready To Move,Whitefield
2,1,69.5,1430,3,4860.13986,Super built-up  Area,Ready To Move,Whitefield
2,1,90,1421,2,6333.56791,Built-up  Area,Ready To Move,Whitefield
2,1,55,1245,2,4417.670683,Super built-up  Area,Ready To Move,Whitefield
2,2,46,1200,2,3833.333333,Super built-up  Area,Ready To Move,Whitefield
2,2,52,1225,2,4244.897959,Super built-up  Area,Ready To Move,Whitefield
1,2,67,705,1,9503.546099,Super built-up  Area,Ready To Move,Malleshwaram
7,3,2200,12000,7,18333.33333,Super built-up  Area,Ready To Move,Malleshwaram
5,2,325,2500,4,13000,Built-up  Area,Ready To Move,Malleshwaram
3,1.584375738,297,2006,3,14805.58325,Built-up  Area,Ready To Move,Malleshwaram
1,1,62.5,686,1,9110.787172,Super built-up  Area,Ready To Move,Malleshwaram
4,3,332,2475,3,13414.14141,Super built-up  Area,Ready To Move,Malleshwaram
3,1.584375738,399,2610,3,15287.35632,Super built-up  Area,Ready To Move,Malleshwaram
4,3,320,2475,3,12929.29293,Super built-up  Area,Ready To Move,Malleshwaram
2,1,95,900,2,10555.55556,Super built-up  Area,Ready To Move,Malleshwaram
2,1,158,1420,2,11126.76056,Super built-up  Area,Ready To Move,Malleshwaram
3,2,250,2000,3,12500,Built-up  Area,Ready To Move,Malleshwaram
3,1,275,2215,3,12415.34989,Super built-up  Area,Ready To Move,Malleshwaram
3,3,160,1600,3,10000,Super built-up  Area,Ready To Move,Malleshwaram
4,3,300,2475,3,12121.21212,Super built-up  Area,Ready To Move,Malleshwaram
4,1,310,2215,3,13995.48533,Super built-up  Area,Ready To Move,Malleshwaram
1,1,60,480,1,12500,Super built-up  Area,Ready To Move,Malleshwaram
2,1,120,1290,2,9302.325581,Super built-up  Area,Ready To Move,Malleshwaram
4,3,326,2475,3,13171.71717,Super built-up  Area,Ready To Move,Malleshwaram
3,3,337,2476,3,13610.66236,Super built-up  Area,Ready To Move,Malleshwaram
2,1,90,900,2,10000,Built-up  Area,Ready To Move,Malleshwaram
4,1.584375738,270,2050,3,13170.73171,Super built-up  Area,Ready To Move,Malleshwaram
2,1,72,900,2,8000,Built-up  Area,Ready To Move,Malleshwaram
1,1,86.8,620,1,14000,Super built-up  Area,Ready To Move,Malleshwaram
4,3,337,2475,3,13616.16162,Super built-up  Area,Ready To Move,Malleshwaram
3,2,275,2215,3,12415.34989,Super built-up  Area,Ready To Move,Malleshwaram
3,2,330,2215,3,14898.41986,Super built-up  Area,Ready To Move,Malleshwaram
2,1,80,1020,2,7843.137255,Super built-up  Area,Ready To Move,Malleshwaram
3,2,275,2200,3,12500,Built-up  Area,Ready To Move,Malleshwaram
4,3,326,2475,3,13171.71717,Super built-up  Area,Ready To Move,Malleshwaram
2,1.584375738,140,1500,2,9333.333333,Super built-up  Area,Ready To Move,Malleshwaram
4,3,340,2475,3,13737.37374,Super built-up  Area,Ready To Move,Malleshwaram
2,1,190,1400,2,13571.42857,Super built-up  Area,Ready To Move,Malleshwaram
4,3,300,2475,3,12121.21212,Super built-up  Area,Ready To Move,Malleshwaram
3,2,380,2400,3,15833.33333,Super built-up  Area,Ready To Move,Malleshwaram
2,3,125,1410,2,8865.248227,Super built-up  Area,Ready To Move,Malleshwaram
2,2,48,1100,2,4363.636364,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1200,2,4583.333333,Super built-up  Area,Ready To Move,Whitefield
2,2,46,1100,2,4181.818182,Super built-up  Area,Ready To Move,Whitefield
2,2,45,1050,2,4285.714286,Super built-up  Area,Ready To Move,Whitefield
2,2,47,1150,2,4086.956522,Super built-up  Area,Ready To Move,Whitefield
3,2,56,1250,3,4480,Super built-up  Area,Ready To Move,Whitefield
2,2,125,1200,2,10416.66667,Plot  Area,Ready To Move,Whitefield
2,2,52,1140,2,4561.403509,Built-up  Area,Ready To Move,Whitefield
2,2,75,1600,3,4687.5,Built-up  Area,Ready To Move,Whitefield
3,2,70.25,1508,3,4658.488064,Built-up  Area,Ready To Move,Whitefield
3,2,85,1533,3,5544.683627,Super built-up  Area,Ready To Move,Whitefield
2,2,59,1307,2,4514.154552,Super built-up  Area,Ready To Move,Whitefield
2,1,57,1095,2,5205.479452,Super built-up  Area,Ready To Move,Whitefield
3,3,85,1840,3,4619.565217,Super built-up  Area,Ready To Move,Whitefield
2,1,57,1220,2,4672.131148,Super built-up  Area,Ready To Move,Marathahalli
2,2,52,1200,2,4333.333333,Super built-up  Area,Ready To Move,Marathahalli
2,2,60,1200,2,5000,Super built-up  Area,Ready To Move,Marathahalli
3,2,140,1933,3,7242.628039,Super built-up  Area,Ready To Move,Marathahalli
2,1,46.96,950,2,4943.157895,Super built-up  Area,Ready To Move,Marathahalli
2,2,80,1230,2,6504.065041,Super built-up  Area,Ready To Move,Marathahalli
4,3,250,3800,4,6578.947368,Super built-up  Area,Ready To Move,Marathahalli
2,2,49.85,1019,2,4892.05103,Super built-up  Area,Ready To Move,Marathahalli
2,1,67,1215,2,5514.403292,Super built-up  Area,Ready To Move,Marathahalli
3,2,152,2181,4,6969.280147,Super built-up  Area,Ready To Move,Marathahalli
2,3,53,1170,2,4529.91453,Built-up  Area,Ready To Move,Marathahalli
2,2,49.86,1019,2,4893.032385,Super built-up  Area,Ready To Move,Marathahalli
2,2,71.55,1325,2,5400,Super built-up  Area,Ready To Move,Marathahalli
2,1,56.5,1220,2,4631.147541,Super built-up  Area,Ready To Move,Marathahalli
2,1,56,1152,2,4861.111111,Super built-up  Area,Ready To Move,Marathahalli
3,1,90,1610,3,5590.062112,Super built-up  Area,Ready To Move,Marathahalli
2,1,70,1146,2,6108.202443,Super built-up  Area,Ready To Move,Marathahalli
3,1,89,1469,3,6058.543227,Super built-up  Area,Ready To Move,Marathahalli
5,2,185,2519,4,7344.1842,Super built-up  Area,Ready To Move,Marathahalli
2,1,46.9,957,2,4900.731452,Super built-up  Area,Ready To Move,Marathahalli
3,3,105,1583,3,6632.975363,Super built-up  Area,Ready To Move,Marathahalli
5,2,190,2524,4,7527.733756,Super built-up  Area,Ready To Move,Marathahalli
2,2,52.25,1071,2,4878.618114,Super built-up  Area,Ready To Move,Marathahalli
2,2,58.86,1215,2,4844.444444,Super built-up  Area,Ready To Move,Marathahalli
2,2,53.67,1102,2,4870.235935,Super built-up  Area,Ready To Move,Marathahalli
3,3,123,1900,3,6473.684211,Super built-up  Area,Ready To Move,Marathahalli
2,3,60,1045,2,5741.626794,Super built-up  Area,Ready To Move,Marathahalli
2,2,58.86,1215,2,4844.444444,Super built-up  Area,Ready To Move,Marathahalli
2,2,73,1365,2,5347.985348,Super built-up  Area,Ready To Move,Marathahalli
2,2,70,1208,2,5794.701987,Super built-up  Area,Ready To Move,Marathahalli
1,1,92,1325,2,6943.396226,Built-up  Area,Ready To Move,Marathahalli
3,2,90,1525,3,5901.639344,Built-up  Area,Ready To Move,Marathahalli
3,2,140,1937,3,7227.671657,Super built-up  Area,Ready To Move,Marathahalli
3,2,83,1550,3,5354.83871,Super built-up  Area,Ready To Move,Marathahalli
2,1,86,1350,2,6370.37037,Super built-up  Area,Ready To Move,Marathahalli
2,1,47,957,2,4911.180773,Super built-up  Area,Ready To Move,Marathahalli
2,1,57,1230,2,4634.146341,Super built-up  Area,Ready To Move,Marathahalli
2,2,58,1200,2,4833.333333,Super built-up  Area,Ready To Move,Marathahalli
1,1,35,607,1,5766.062603,Super built-up  Area,Ready To Move,Marathahalli
3,3,109,1583,3,6885.660139,Super built-up  Area,Ready To Move,Marathahalli
2,2,52.43,1075,2,4877.209302,Super built-up  Area,Ready To Move,Marathahalli
2,1,103,1360,2,7573.529412,Super built-up  Area,Ready To Move,Marathahalli
2,1,58.5,1220,2,4795.081967,Super built-up  Area,Ready To Move,Marathahalli
2,1,45.68,950,2,4808.421053,Super built-up  Area,Ready To Move,Marathahalli
1,1,44,615,1,7154.471545,Super built-up  Area,Ready To Move,Marathahalli
3,2,90,1595,3,5642.633229,Super built-up  Area,Ready To Move,Marathahalli
2,1,89,1350,2,6592.592593,Super built-up  Area,Ready To Move,Marathahalli
2,1,57,1020,2,5588.235294,Super built-up  Area,Ready To Move,Marathahalli
3,2,88,1600,2,5500,Super built-up  Area,Ready To Move,Marathahalli
1,1,55,780,1,7051.282051,Super built-up  Area,Ready To Move,Marathahalli
3,2,100,1710,3,5847.953216,Super built-up  Area,Ready To Move,Marathahalli
2,1,81,1358,2,5964.653903,Super built-up  Area,Ready To Move,Marathahalli
2,1,75,1205,2,6224.06639,Super built-up  Area,Ready To Move,Marathahalli
3,3,110,1730,3,6358.381503,Super built-up  Area,Ready To Move,Marathahalli
3,3,115,1583,3,7264.687303,Super built-up  Area,Ready To Move,Marathahalli
2,1,67,1200,2,5583.333333,Built-up  Area,Ready To Move,Marathahalli
2,1,60,1095,2,5479.452055,Built-up  Area,Ready To Move,Marathahalli
2,1,48,1060,2,4528.301887,Super built-up  Area,Ready To Move,Marathahalli
2,1,65,1050,2,6190.47619,Built-up  Area,Ready To Move,Marathahalli
2,2,53.67,1102,2,4870.235935,Super built-up  Area,Ready To Move,Marathahalli
2,1,49.95,1026,2,4868.421053,Super built-up  Area,Ready To Move,Marathahalli
2,1,59,1220,2,4836.065574,Super built-up  Area,Ready To Move,Marathahalli
2,1,48.06,881,2,5455.164586,Super built-up  Area,Ready To Move,Marathahalli
3,2,100,1710,3,5847.953216,Super built-up  Area,Ready To Move,Marathahalli
3,3,105,1680,3,6250,Super built-up  Area,Ready To Move,Marathahalli
3,3,119,1910,3,6230.366492,Super built-up  Area,Ready To Move,Marathahalli
2,1.584375738,104,1602,2,6491.885144,Super built-up  Area,Ready To Move,Marathahalli
1,1,38,700,1,5428.571429,Super built-up  Area,Ready To Move,Marathahalli
3,1,89,1469,3,6058.543227,Super built-up  Area,Ready To Move,Marathahalli
3,2,116,1690,3,6863.905325,Super built-up  Area,Ready To Move,Marathahalli
2,2,55,1065,2,5164.319249,Super built-up  Area,Ready To Move,Marathahalli
